tr_cd,usr_no_cnt,logtime,trx_no_s,trx_no_f,through_no,active_no,rum_time_sum,rum_time_max,run_time_mean
SPRTPQ27192,171,112910,8,8,8,0,228605,227146,14287.8125
SMCRM100019,204,111650,12,12,12,0,20067,10007,836.125
SCSOS610081,123,115030,126,126,126,0,392943,57336,1559.297619047619
SUCRM207002,98,115340,36,36,36,0,7974,2257,110.75
SPRATD54021,194,112150,78,78,78,0,277145,27682,1776.570512820513
SCSOS630271,189,111710,18,18,18,0,994906,811000,27636.27777777778
SCPDI348121,117,114640,12,10,12,2,385,81,8144.541666666667
SCRAP720120,168,112130,6,6,6,0,2128,1805,177.3333333333333
SCACT445561,220,110240,42,42,42,0,40525,14062,482.4404761904762
SCSOS620181,175,112350,3643,3614,3640,29,40812888,1123525,5637.522037621859
