tr_cd,usr_no_cnt,logtime,trx_no_s,trx_no_f,through_no,active_no,rum_time_sum,rum_time_max,run_time_mean
SUCRM300128,218,085550,7,7,7,0,7782,6531,555.8571428571429
SUCRM207002,170,084930,132,132,132,0,25835,1842,97.85984848484848
SMFACR1271A,170,084930,12,12,12,0,176818,91207,7367.416666666667
SCIAO520291,120,082900,6,6,6,0,4951,4816,412.5833333333333
SCIAO512010,89,081220,6,6,6,0,10127,9993,843.9166666666666
SUCRM700093,166,084850,469,470,470,0,1378461,47418,1468.009584664537
SCCBS210431,132,082740,28,28,28,0,10823,1864,193.2678571428571
SCTIS229452,95,080650,6,6,6,0,3081,2924,256.75
SCRITF30011,181,085040,18,18,18,0,4966,1628,137.9444444444445
SUCRM101016,218,085550,42,42,42,0,664043,118407,7905.273809523809
SUCRM700088,118,082840,897,899,899,0,1223985,11933,681.5061247216036
SVTBBT7059A,86,081450,6,6,6,0,23798,23422,1983.166666666667
SCACT440801,89,081030,6,6,6,0,8497,8315,708.0833333333334
SCACT400611,152,084100,24,24,24,0,14683,3894,305.8958333333333
SMFACR3118A,146,084040,78,78,78,0,9334717,963232,59837.92948717948
STTBOT4P04A,93,081510,17,16,17,1,2278,991,90.17647058823529
SUCUS00031S,136,082920,7,5,7,2,837,715,745.7857142857143
SCACT445561,170,084930,18,18,18,0,14563,10109,404.5277777777778
SUCRM700041,99,082120,12,12,12,0,189586,101016,7899.416666666667
SCBCN581010,181,085040,54,27,54,27,1933746,1225888,50047.02777777778
SCACT490091,133,082940,31,31,31,0,1691751,758410,27286.3064516129
SMAERP14610,109,082210,9,10,10,0,368575,365210,19398.68421052632
STHITCOM009,218,085550,6,6,6,0,7633,7066,636.0833333333334
SUIBS000610,60,081300,12,12,12,0,9430,4678,392.9166666666667
SUCRM207002,90,081830,18,18,18,0,3585,1317,99.58333333333333
SVTBBT7904A,91,081640,6,6,6,0,5021,4862,418.4166666666667
SUCRM100029,142,083230,30,30,30,0,1594272,367965,26571.2
STTBBT2051A,133,082940,6,6,6,0,6677,6516,556.4166666666666
r7793,144,083940,2,2,2,0,1363,821,340.75
SMCPLY30751,195,085730,36,36,36,0,9918625,2175309,137758.6805555556
SCACT471081,202,085440,6,6,6,0,10893,10733,907.75
SUCRM700105,152,084050,24,24,24,0,702583,634865,14637.14583333333
SCCBS266102,108,080010,6,6,6,0,192823,192487,16068.58333333333
SCSOS644131,185,085400,688,688,688,0,271319,8204,197.1795058139535
SCIAO510291,76,081310,14,12,14,2,92309,63282,3930.392857142857
SCACT440012,160,084650,6,6,6,0,5254,5086,437.8333333333333
SCPDI34P041,84,081200,30,30,30,0,3352,531,55.86666666666667
SCRITF30012,181,085040,18,18,18,0,320772,223187,8910.333333333334
SCRAP501000,114,081600,12,12,12,0,2072,884,86.33333333333333
STTBET1708A,204,085930,36,36,36,0,595921,222111,8276.680555555555
SCIOT930531,144,084630,16,12,16,4,150658,87043,5838.96875
SUCRM200095,108,080540,12,12,12,0,5550,2896,231.25
SCRITF25051,109,082830,60,60,60,0,38803,9696,323.3583333333333
SUCRM100001,94,081350,5,5,5,0,202372,202192,20237.2
SPRWMD7001H,60,081300,6,6,6,0,4588,4435,382.3333333333333
SUCRM300022,163,084740,5,5,5,0,1191602,1191359,119160.2
SPPBSK93011,133,082940,10,9,9,1,456727,229710,24038.26315789474
SCIOT930661,158,084030,8,6,8,2,79186,79004,7732.1875
SCACT440421,89,081030,34,30,34,4,258251,82146,4390.823529411765
SCRITF25051,130,083130,48,48,48,0,14075,2287,146.6145833333333
SCSOS612071,111,082200,16,15,15,1,40514,22840,1306.903225806452
SUCRM100138,222,085430,6,6,6,0,16804,16373,1400.333333333333
SMSLS00256A,158,084030,6,6,6,0,66229,65959,5519.083333333333
SCACT445541,86,081450,42,42,42,0,187952,30963,2237.52380952381
SCACT444986,203,085820,6,6,6,0,4932,4764,411.0
SCACT420241,222,085430,10,9,10,1,60108,30419,3087.25
SCBCN100200,170,084930,18,18,18,0,5944,3553,165.1111111111111
SCBCN121130,105,082650,36,36,36,0,218133,145734,3029.625
SCIOT980141,162,083550,114,97,114,17,14877,6670,442.3552631578947
SCSOS612111,142,083230,156,156,156,0,60711,2442,194.5865384615385
SCIOT920241,132,082740,18,18,18,0,10105949,6144639,280720.8055555556
SMCRM100019,165,084420,24,24,24,0,99573,42608,2074.4375
SCACT450191,115,082500,78,75,78,3,107954,12092,787.5641025641025
SUCRM300108,204,085930,10,10,10,0,11259,5145,562.95
SCRAP100500,98,080310,18,18,18,0,6285,1942,174.5833333333333
SCACT445861,116,081740,80,80,80,0,333567,46995,2084.79375
SCRITF30041,121,080210,6,6,6,0,41089,40924,3424.083333333333
SCCBS245161,203,085820,2084,2084,2084,0,2314719,29559,555.3548464491363
SCCBS270044,149,083830,8,8,8,0,24779,14855,1548.6875
SUIBS000493,152,084100,10,10,10,0,2448,1219,122.4
SUCRM700048,136,082920,132,132,132,0,202560,92198,767.2727272727273
