tr_cd,usr_no_cnt,logtime,trx_no_s,trx_no_f,through_no,active_no,rum_time_sum,rum_time_max,run_time_mean
SUCRM700088,96,173750,78,78,78,0,105194,10555,674.3205128205128
SCCBS270351,100,173820,2,3,3,0,13667186,13667111,2733437.2
SCRITF25551,128,173540,12,10,12,2,273,61,508.2916666666667
SCIAO570141,131,171830,6,6,6,0,10771,10640,897.5833333333334
SCACT400611,102,175310,6,6,6,0,3184,3045,265.3333333333333
SPRTPQ00071,161,170610,6,6,6,0,791,637,65.91666666666667
SCLON822221,168,171300,6,6,6,0,26459,26084,2204.916666666667
SMFACR1271A,151,171320,6,6,6,0,39121,38987,3260.083333333333
SUCRM207002,151,171320,108,108,108,0,35838,8251,165.9166666666667
SCACT445901,156,171700,6,6,6,0,4474,4321,372.8333333333333
SCBCN581011,124,173430,84,72,84,12,1203429,525775,7701.958333333333
SMSLS00330A,154,172900,12,12,12,0,228299,144864,9512.458333333334
SUCRM700034,117,173520,30,30,30,0,30570,10699,509.5
SCIAO570041,146,171940,6,6,6,0,6736,6589,561.3333333333334
SCIAO510291,109,174400,16,12,16,4,128937,68080,4944.125
SCSBIG40081,144,172130,6,6,6,0,44694,44556,3724.5
SCSOS630021,106,174900,54,54,54,0,1743108,443095,16139.88888888889
SCBCN121018,102,174850,14,14,14,0,85033,40505,3036.892857142857
SUCRM100035,157,172910,30,30,30,0,748505,156003,12475.08333333333
SCACT445901,158,170300,12,12,12,0,56373,22820,2348.875
SCRITF30011,104,174250,6,6,6,0,1606,1479,133.8333333333333
SUCRM101003,141,171510,225,225,225,0,685208,201487,1522.684444444444
SCMNYS2409A,98,175230,6,6,6,0,127537,127385,10628.08333333333
SCACT421421,154,172900,2,3,3,0,11106670,11106629,2221334.0
SUCRM700063,131,171830,6,6,6,0,14318,14133,1193.166666666667
SUCRM207002,100,174220,54,54,54,0,9660,1129,89.44444444444444
SCACT450262,96,173750,24,24,24,0,44327,28324,923.4791666666666
STTBNT00003,192,170730,6,6,6,0,1523,1383,126.9166666666667
SCSOS610211,148,171420,24,23,24,1,199385,94926,4251.25
SMCRM100013,170,170050,12,12,12,0,30846,20577,1285.25
SMFACR1231B,78,175830,6,6,6,0,71437,69138,5953.083333333333
SCIAO520072,166,172630,6,5,6,1,138,60,146.75
SCIAO560202,137,172220,6,6,6,0,466564,466378,38880.33333333334
SCPSB764531,156,170250,6,6,6,0,12572,12419,1047.666666666667
SCPST770331,151,171320,6,5,6,1,1227,1099,412.4166666666667
SMCPLY62020,162,172600,24,24,24,0,25812,10137,537.75
STTBOT4201A,105,174750,6,6,6,0,15922,15597,1326.833333333333
SCSOS644131,110,175210,202,202,202,0,79509,3066,196.8044554455446
SPRTPQ03471,157,170500,18,18,18,0,17235,7845,478.75
SMCRM100038,123,173530,6,6,6,0,96562,96249,8046.833333333333
SPPFMHT001S,144,173250,460,460,460,0,34381,689,37.37065217391304
