tr_cd,usr_no_cnt,logtime,trx_no_s,trx_no_f,through_no,active_no,rum_time_sum,rum_time_max,run_time_mean
SCACT442401,7,034250,18,15,18,3,498,85,1573.611111111111
SCSOS630531,7,032210,12,12,12,0,17351,8569,722.9583333333334
SCBCN121040,7,035900,12,12,12,0,23866,13534,994.4166666666666
SCIOT920011,6,030800,6,6,6,0,185538,185214,15461.5
SPRATD54061,7,031440,6,6,6,0,14093,13660,1174.416666666667
SCRAP200530,7,031640,18,18,18,0,3257,972,90.47222222222223
SCACT410321,7,030450,40,40,40,0,33477,5248,418.4625
SCACT441511,7,031440,12,12,12,0,5193,2571,216.375
SCACT442401,7,030420,12,10,12,2,343,86,1238.25
SCACT420241,7,032000,6,5,6,1,152,54,352.9166666666667
SCBCN580100,6,035620,6,6,6,0,6505,6244,542.0833333333334
SPPFMDFEXEC,7,034430,220,220,220,0,47892,10875,108.8454545454545
SCIOT980321,7,031010,6,6,6,0,57973,57744,4831.083333333333
SCACT447591,7,034140,2,2,2,0,1620,1568,405.0
SCRAP101700,7,035000,48,48,48,0,141400,28531,1472.916666666667
SCACT442401,7,031350,12,10,12,2,313,82,558.5416666666666
SCACT410321,7,031320,10,10,10,0,8368,4065,418.4
SCRAP200630,6,030600,18,18,18,0,4356,1278,121.0
SCBCN100210,5,032820,12,12,12,0,2003545,1001703,83481.04166666667
SCSOS612011,6,034900,9,9,9,0,14405,12687,800.2777777777778
SUCUSC0009S,7,031410,10,10,10,0,11485,5622,574.25
SCACT410321,8,035550,5,5,5,0,5894,5730,589.4
SCRAP101700,7,031500,35,35,35,0,109801,40896,1568.585714285714
SCRAP207530,7,033810,12,12,12,0,2197,909,91.54166666666667
SPPFMDFEXEC,7,031530,176,176,176,0,31432,5444,89.29545454545455
SCACT450272,9,034310,6,6,6,0,65131,64987,5427.583333333333
SCIOT980691,6,030650,5,5,5,0,114021,113775,11402.1
SCRAP200530,7,034430,12,12,12,0,2286,914,95.25
SCIOT930591,7,032330,10,10,10,0,3977041,3742908,198852.05
SUCUSC0009S,7,030420,7,7,7,0,36320,32739,2594.285714285714
SCIOT931031,7,031750,7,6,7,1,55815,55518,7827.928571428572
SCIOT931001,8,035850,7,5,7,2,108743,108506,8883.642857142857
SCIOT931041,5,034230,6,6,6,0,2806,2505,233.8333333333333
SCBCN580070,6,034300,6,6,6,0,4405,4260,367.0833333333333
SCIOT931001,7,034220,21,18,20,3,480871,187037,12113.34146341463
SCRAP200530,7,035400,18,18,18,0,3713,1184,103.1388888888889
SUCUSC0009S,6,030750,12,12,12,0,45665,37419,1902.708333333333
SCSOS643471,6,031120,6,6,6,0,2522,2367,210.1666666666667
SCRAP200630,7,034940,18,18,18,0,4460,1353,123.8888888888889
SCRAP101700,7,030640,52,51,51,1,137597,32690,1335.893203883495
SCIOT931041,7,034140,8,8,8,0,109091,106050,6818.1875
SCACT420591,6,033200,6,6,6,0,11198,11019,933.1666666666666
SPPFMHT001S,6,031840,100,100,100,0,8095,352,40.475
SCIOT920111,6,034840,6,6,6,0,93172,92924,7764.333333333333
SCRAP200530,6,030800,18,18,18,0,3939,1122,109.4166666666667
SCACT442401,6,031910,8,6,8,2,249,84,1949.75
SCBCN100210,7,033810,12,12,12,0,2003419,1001684,83475.79166666667
SUCUSC0009S,7,034250,5,5,5,0,3902,3766,390.2
