tr_cd,usr_no_cnt,logtime,trx_no_s,trx_no_f,through_no,active_no,rum_time_sum,rum_time_max,run_time_mean
SCIOT930061,12,201200,69,60,69,9,653729,100232,5224.608695652174
SCCBS245161,14,204650,94,94,94,0,205902,47431,1095.223404255319
SCBCN100210,10,201830,15,15,15,0,2023815,1001362,67460.5
STTBCT10006,15,203140,6,6,6,0,12476,12251,1039.666666666667
SUCUS00124S,10,201130,4,4,4,0,39407,18829,4925.875
SCIOT930581,12,201200,3,2,3,1,119756,119669,30416.66666666667
SCSOS620141,14,202630,24,23,24,1,14456,4785,325.9791666666667
SPRTPQ30041,16,203500,4,3,3,1,115,72,16.42857142857143
SCSOS644131,9,201410,156,156,156,0,45510,2604,145.8653846153846
SCCBS245161,15,200350,154,154,154,0,258409,28828,838.9902597402597
SCBCN581011,15,203940,24,24,24,0,98352,29628,2049.0
STTBMT9541B,12,205720,12,12,12,0,33385,23913,1391.041666666667
SUCUS00124S,12,205430,8,8,8,0,35244,33453,2202.75
BBL001FDS02,15,200350,1,1,1,0,0,0,0.0
SCSOS620141,14,202540,6,6,6,0,12320,12139,1026.666666666667
SCBCN221030,12,205230,18,18,18,0,133034,110403,3695.388888888889
SCBCN100210,10,204740,12,12,12,0,2002916,1001361,83454.83333333333
SCIOT931031,13,203400,89,65,91,24,1520544,407709,17358.12777777778
SCBCN121060,11,202300,12,12,12,0,22293,12999,928.875
SCSOS643471,9,202240,24,24,24,0,21411,13324,446.0625
SCSOS643471,13,203830,12,12,12,0,13649,11237,568.7083333333334
