tr_cd,usr_no_cnt,logtime,trx_no_s,trx_no_f,through_no,active_no,rum_time_sum,rum_time_max,run_time_mean
SCSOS631201,12,224650,6,6,6,0,53089,52919,4424.083333333333
SCACT411501,10,222540,12,12,12,0,35686,30432,1486.916666666667
SPPFMDFEXEC,12,220320,716,716,716,0,145064,51395,101.3016759776536
SCACT441511,10,225020,12,12,12,0,5034,2472,209.75
SCACT410212,9,225500,6,6,6,0,14480,13743,1206.666666666667
SPRATD54061,10,225020,6,6,6,0,16683,16034,1390.25
SCRAP200530,8,225220,12,12,12,0,1936,810,80.66666666666667
SCACT410171,13,224740,6,6,6,0,1243,1122,103.5833333333333
SCIAO540091,16,221300,12,12,12,0,33920,22684,1413.333333333333
STCCOI1021B,10,220350,60,60,60,0,485411,94625,4045.091666666667
SCSOS612011,11,220310,27,27,27,0,60180,20949,1114.444444444444
SCPDI344181,8,223920,18,18,18,0,1107375,382498,30760.41666666667
SPRATD54021,9,224930,32,32,32,0,173540,51059,2711.5625
SCSBIG40081,10,221030,6,6,6,0,57405,57213,4783.75
SCACT410141,12,221140,6,5,6,1,184,76,257.0833333333333
SCACT450262,10,220820,12,12,12,0,25215,20668,1050.625
SCSOS620141,14,224640,38,39,39,0,611113,186267,7936.532467532467
SCBCN581011,9,225930,18,15,18,3,651640,612708,18788.27777777778
MCACCT00276,9,223410,2,2,2,0,0,0,0.0
SCLON820051,10,224620,6,6,6,0,14616,14357,1218.0
SPRATD54021,12,221640,6,6,6,0,24414,23908,2034.5
SCSBIG20812,12,221620,13,12,13,1,28112,16943,1371.730769230769
SCACT441631,14,224640,18,18,18,0,4246,1353,117.9444444444444
SCIOT920021,9,221910,6,6,6,0,29171,28560,2430.916666666667
SCACT420591,7,223420,16,16,16,0,191438,112021,5982.4375
SCIOT931041,10,220820,134,134,134,0,252581,47821,942.4664179104477
SCIOT920241,10,225850,2,2,2,0,71027,70974,17756.75
SCACT442401,10,221600,93,76,93,17,2322,76,1365.720430107527
SCRAP100500,12,223250,12,12,12,0,4448,2148,185.3333333333333
SPRATD54061,10,220510,12,12,12,0,400821,254478,16700.875
SCIOT980141,9,224930,12,11,12,1,20699,20253,1128.791666666667
SCRITF25051,10,221220,12,12,12,0,3042,1609,126.75
SCBCN581011,11,225000,6,6,6,0,29361,29120,2446.75
SCSOS631231,10,225210,12,12,12,0,55103,45682,2295.958333333333
SCRAP590151,10,224630,12,12,12,0,56405,34203,2350.208333333333
SCSOS620161,11,221850,102,87,102,15,6914,2179,167.0686274509804
SCRAP200630,10,221920,18,18,18,0,4200,1362,116.6666666666667
SCSOS631221,14,225040,30,30,30,0,311345,94595,5189.083333333333
SUCUSC0009S,12,221140,98,98,98,0,284207,63301,1450.035714285714
SCSOS631221,11,221540,8,8,8,0,3516901,2875236,219806.3125
SCFOS675021,10,220510,18,18,18,0,98113,33820,2725.361111111111
SCSOS631201,9,225810,18,18,18,0,102105,36336,2836.25
SCACT421712,12,221640,6,6,6,0,679,537,56.58333333333334
STTBCT10001,11,222650,6,6,6,0,19921,19771,1660.083333333333
SCIOT920111,11,220120,18,18,18,0,210101,70360,5836.138888888889
SCIOT980141,9,225810,6,5,6,1,232,122,189.0
SCIOT931001,9,220010,287,260,286,27,11492397,520138,20411.30890052356
SCIOT930021,8,223500,128,118,128,10,3138748,1172203,12643.34765625
SCBCN580100,11,225650,6,5,5,1,41419,41412,3765.363636363636
SCBCN580070,10,220130,6,6,6,0,22357,22220,1863.083333333333
SCRAP101700,9,224700,41,40,41,1,71069,13707,968.670731707317
