tr_cd,usr_no_cnt,logtime,trx_no_s,trx_no_f,through_no,active_no,rum_time_sum,rum_time_max,run_time_mean
SPRTPQ26333,222,103110,12,12,12,0,1325312,687076,55221.33333333334
SCACT430631,223,103050,30,30,30,0,98131,27170,1635.516666666667
SMAERP14211,228,105840,6,6,6,0,41251,41077,3437.583333333333
STTBET1793A,224,100740,6,6,6,0,5907,5707,492.25
SCIOT930141,218,105350,2,2,2,0,81890,81830,20472.5
SPRATD54061,214,102420,12,12,12,0,75623,55120,3150.958333333333
SCACT411501,219,104630,36,33,36,3,88618,33555,1738.5
SCACT400561,228,104440,12,10,12,2,494,121,3275.708333333333
SCIOT930181,238,100150,60,60,60,0,3058032,784855,25483.6
SCPDI34P041,239,101020,6,6,6,0,1027,766,85.58333333333333
SCACT430631,211,102950,12,12,12,0,33009,24661,1375.375
SCACT411211,230,104700,12,12,12,0,6093,2857,253.875
SCCBS220441,220,100620,18,18,18,0,8252,2509,229.2222222222222
SPWWMD03934,205,105600,14,15,15,0,1334528,466124,46018.20689655172
SPRTPQ21611,204,103210,6,6,6,0,15660,15478,1305.0
SMCRM100005,248,104230,120,120,120,0,1032625,211020,4302.604166666667
STTBOT4010E,200,105810,871,872,872,0,1802605,35595,1034.196787148594
SCCBS275003,214,100420,30,30,30,0,5639,989,93.98333333333333
SUCRM100014,220,100620,5,5,5,0,183563,182333,18356.3
SCSOS610101,231,104330,108,108,108,0,653200,41644,3024.074074074074
SCACT410431,205,103500,12,12,12,0,48599,27967,2024.958333333333
SMFACR1271B,230,105210,6,6,6,0,92924,92765,7743.666666666667
SCSOS208030,230,101720,264,264,264,0,523832,42340,992.1060606060606
SCACT420591,207,104020,12,12,12,0,430659,374745,17944.125
SCACT440421,197,105710,32,30,32,2,286276,81561,4738.484375
SUCRM500013,240,104420,50,50,50,0,39807,8562,398.07
SCACT445521,248,104230,44,24,44,20,4181761,4086829,87111.71590909091
STTBET1905A,191,103400,108,108,108,0,256539,30677,1187.680555555556
SCPSI73352A,211,102820,6,6,6,0,1639,1437,136.5833333333333
SCSOS610031,196,101730,1568,1548,1562,20,6565033,160550,2219.943450479233
SCIOT980691,227,102140,11345,11029,11341,316,174871143,3041491,7876.349863351847
SCACT410141,241,102330,21,22,22,0,894784,789281,20808.93023255814
SUCRM300009,205,103500,5,5,5,0,190374,190035,19037.4
SMSLS00208A,248,100710,36,36,36,0,658423,155101,9144.763888888889
SCSOS630291,223,104820,378,379,379,0,1210833,308987,1599.515191545575
SCBCN100200,230,105210,18,18,18,0,4485,1382,124.5833333333333
STCCOI1015C,230,104310,6,6,6,0,59863,58620,4988.583333333333
SUCRM101009,224,101640,25,25,25,0,11995,2901,239.9
SUCRM100091,224,100740,180,180,180,0,781847,97438,2171.797222222222
SRMASM1980A,234,104550,6,6,6,0,57825,57668,4818.75
SMFACR1211A,228,104340,12,12,12,0,47203,32183,1966.791666666667
SCACT450191,194,103320,192,187,192,5,373485,26398,1159.377604166667
SCRTPQ00105,247,100040,8,8,8,0,25572,14221,1598.25
SCPSI72122A,204,102630,14,13,14,1,22772,16686,1026.607142857143
SCRITF33081,238,100150,6,6,6,0,9565,9333,797.0833333333334
SMCRM100052,194,103320,16,18,18,0,6786851,3732043,199613.2647058823
SCACT400211,221,100530,6,6,6,0,3804,3653,317.0
SCACT411501,196,101730,24,24,24,0,89399,38777,1862.479166666667
SMCRM100004,208,102050,4,3,3,1,112,74,16.0
STTBXKMBREP,230,104310,13,13,13,0,74269,38248,2856.5
SUCRM300124,236,100750,12,12,12,0,33084,29875,1378.5
SCCBS255913,249,101520,480,480,480,0,2151249,43844,2240.884375
SCPSI73104A,240,104030,6,6,6,0,15606,15382,1300.5
SPRTPQ00022,230,105210,18,18,18,0,3960,1577,110.0
SMCRM100002,204,103210,6,6,6,0,2877976,2877320,239831.3333333333
SCACT445511,217,104640,54,48,54,6,4500672,1698152,82611.89814814815
