tr_cd,usr_no_cnt,logtime,trx_no_s,trx_no_f,through_no,active_no,rum_time_sum,rum_time_max,run_time_mean
SUCRM100036,174,162840,25,25,25,0,2240446,728056,44808.92
SMCRM100029,171,164710,6,6,6,0,413149,412602,34429.08333333334
SCPDI342271,190,164210,6,6,6,0,5929,5754,494.0833333333333
SCLON830011,160,165250,6,6,6,0,107970,107654,8997.5
SUCRM103002,168,164810,6,6,6,0,51859,45524,4321.583333333333
SCCBS275002,178,162620,96,95,96,1,14279,1666,77.55208333333333
SCSOS631201,170,163440,8,8,8,0,61125,52248,3820.3125
SCPSO755731,155,165920,6,6,6,0,17230,9934,1435.833333333333
SCSOS610031,200,164350,48,45,48,3,93166,35934,1132.604166666667
SMIFMH6138A,183,161800,6,6,6,0,9913,9785,826.0833333333334
SUCRM100091,182,165320,85,85,85,0,442821,59024,2604.829411764706
SUCUSC0004S,178,162700,13,13,13,0,279350,270049,10744.23076923077
SCIOT980361,181,162130,8,8,8,0,36536,35053,2283.5
SCRAP207530,169,165820,12,12,12,0,2037,840,84.875
SUCRM300010,167,162610,5,5,5,0,33915,33795,3391.5
SCCBS270044,159,163010,24,24,24,0,44384,15711,924.6666666666666
SUCRM100041,163,161030,15,15,15,0,1900610,1546185,63353.66666666666
SCSOS614054,168,162230,24,24,24,0,4120,835,85.83333333333333
SUCRM700048,187,163800,126,126,126,0,146738,20043,582.2936507936508
SUCRM100092,172,160220,49,48,48,1,92918,24499,957.9175257731958
SCCPLY71332,188,162200,6,6,6,0,14585,14386,1215.416666666667
SUCRM100149,174,162840,6,6,6,0,342488,342308,28540.66666666667
SUCUS00045U,173,162820,12,10,12,2,270,74,445.0416666666667
STTBET1153A,159,160310,12,12,12,0,23741,12966,989.2083333333334
SCIOT930581,192,164220,40,40,40,0,1430401,531929,17880.0125
SCIOT980291,167,162730,51,48,51,3,212254,32610,2350.509803921569
SCACT441491,174,163310,18,18,18,0,56474,26924,1568.722222222222
MCACCT00100,172,160220,6,6,6,0,0,0,0.0
SUCRM100035,180,162540,36,37,37,0,2297939,887958,31478.61643835616
SCACT441861,169,163500,6,6,6,0,902589,902403,75215.75
SCIAO533081,173,161410,12,12,12,0,87944,50400,3664.333333333333
SCCBS210431,190,162000,36,36,36,0,10787,1869,149.8194444444445
SCACT450401,167,163610,6,6,6,0,15525,15376,1293.75
SPPFMADM001,181,162400,4,3,4,1,103,70,3453653.75
SCACT441631,174,163310,18,18,18,0,4862,1586,135.0555555555555
SPPFMDFEXEC,148,163000,2823,2823,2823,0,631649,13532,111.8754870704924
SCPSI72423A,167,162610,6,6,6,0,10529,10369,877.4166666666666
SCIAO520291,181,163740,6,5,6,1,129,56,152.5
STTBOT4P03B,175,161200,6,6,6,0,509,367,42.41666666666666
SCIOT931031,174,162120,301,228,301,73,4890274,836018,16630.47176079734
SPTWMQ55221,170,163640,12,12,12,0,11257,5553,469.0416666666667
SCCBS275006,183,165600,24,24,24,0,2607,503,54.3125
SCACT400611,153,165240,54,54,54,0,30198,3514,279.6111111111111
SPPFMDF0002,182,165320,32,33,33,0,995703,639210,15318.50769230769
SUCRM102001,152,162720,42,42,42,0,137827,58083,1640.797619047619
SCPDI300291,179,162040,6,6,6,0,18845,18635,1570.416666666667
SCBCN221050,161,160420,12,12,12,0,33134,18357,1380.583333333333
SPPFMDFEXEC,181,162400,1326,1326,1326,0,162292,11583,61.19607843137255
STCCOI1021B,178,162700,60,60,60,0,345762,40577,2881.35
SUCRM700093,190,164210,532,531,531,1,1525120,44799,1434.731890874882
SUCRM700105,182,160210,12,12,12,0,999282,903516,41636.75
SCSBIG20811,164,163530,18,18,18,0,9500,3126,263.8888888888889
SCCBS275001,178,162620,72,72,72,0,9927,671,68.9375
SCIAO520131,168,162230,12,12,12,0,34701,25071,1445.875
SCRAP421123,199,163730,3,4,4,0,203930,119973,29132.85714285714
SCACT421421,179,163150,4,3,3,1,121,57,17.28571428571428
SUCRM700047,170,163420,42,42,42,0,12762,2045,151.9285714285714
SCACT444461,163,163430,30,30,30,0,29985,6550,499.75
SCCBS245161,183,161800,376,376,376,0,420719,30531,559.4667553191489
SCCBS266103,163,163430,18,17,18,1,18288,9518,631.4444444444445
STTBCT10001,183,161140,42,42,42,0,111242,17423,1324.309523809524
SUCRM100063,168,162230,5,5,5,0,10490,10392,1049.0
SVTBBT7904A,153,160800,36,36,36,0,23381,4551,324.7361111111111
SCSOS644131,176,165340,266,263,266,3,111970,23608,217.0432330827068
STTBOT4222A,183,165030,6,6,6,0,3600,3443,300.0
SMCRM100013,183,161800,12,12,12,0,26256,13477,1094.0
SUCRM101003,161,165140,330,330,330,0,663404,29250,1005.157575757576
SUCUS00124S,173,161010,8,8,8,0,24047,22560,1502.9375
SCACT490351,167,162730,6,5,6,1,155,60,280.75
SUCRM300210,171,163450,6,6,6,0,318247,315639,26520.58333333333
SCBCN221050,169,165820,20,19,20,1,104789,79678,3481.95
