tr_cd,usr_no_cnt,logtime,trx_no_s,trx_no_f,through_no,active_no,rum_time_sum,rum_time_max,run_time_mean
SCSOS612111,7,021430,36,36,36,0,58542,5914,813.0833333333334
SCSOS644131,7,022730,5,5,5,0,10921,4320,1092.1
SCSOS631191,8,021000,3,3,3,0,3204,3169,534.0
SCBCN101920,7,020420,6,6,6,0,6681,3649,556.75
SCACT445532,7,022600,20,20,20,0,64588,11360,1614.7
SCSOS620121,5,025850,8,8,8,0,4261,4058,266.3125
SUCUSC0009S,7,021720,17,17,17,0,96132,44102,2827.411764705882
BPPFMCCEXEC,7,022710,2,1,1,1,3631,3631,1210.333333333333
SPPFMHT001S,5,021240,110,110,110,0,164894,7153,749.5181818181818
SCIOT931031,5,025850,7,6,7,1,83712,83427,11809.0
SCRAP300530,7,023930,18,18,18,0,2776,802,77.11111111111111
SMSLS00221A,6,023340,6,6,6,0,1587,1352,132.25
SCSOS620161,7,020730,102,85,102,17,63619,4981,693.4803921568628
SCIOT931041,7,021430,6,6,6,0,12322,8846,1026.833333333333
SCIOT930061,8,022120,12,12,12,0,121107,68907,5046.125
SCRAP400600,7,023710,18,18,18,0,12044,3878,334.5555555555555
SCBCN221060,7,022520,164,165,165,0,814534,87982,2475.787234042553
SCIAO510291,7,022520,6,6,6,0,22024,19209,1835.333333333333
SCBCN100210,7,022150,12,12,12,0,2018762,1005521,84115.08333333333
SCBCN100200,7,022300,12,12,12,0,17047,5217,710.2916666666666
SPPFMHT001S,6,021800,160,160,160,0,275036,14184,859.4875
SCACT442401,6,021950,18,15,18,3,12279,4637,1715.666666666667
SCACT450262,7,021740,8,8,8,0,49276,30034,3079.75
SCACT445532,6,023630,38,38,38,0,43184,17048,568.2105263157895
SCSOS620181,6,025720,30,30,30,0,190289,46074,3171.483333333333
SVTBBT7904A,7,022730,216,216,216,0,217400,16126,503.2407407407408
SCACT447591,7,021740,8,8,8,0,62849,42670,3928.0625
SCCBS245161,6,023730,12,12,12,0,36898,34076,1537.416666666667
SCACT421712,6,021410,3,3,3,0,3022,2993,503.6666666666667
SCSOS620181,9,025950,24,23,24,1,109154,54682,2314.770833333333
SCBCN580070,6,025430,6,6,6,0,3388,3245,282.3333333333333
SCSOS620181,6,020550,6,6,6,0,45283,41821,3773.583333333333
SCACT421712,5,025110,6,6,6,0,654,527,54.5
SCBCN221060,9,023810,180,180,180,0,864320,113133,2400.888888888889
SCACT442401,7,021720,24,22,24,2,70402,38477,2165.708333333333
SCBCN221060,6,022110,180,180,180,0,956488,101192,2656.911111111111
SCSOS620181,6,020620,18,18,18,0,149382,48808,4149.5
SCRAP300530,7,022400,12,12,12,0,18609,6063,775.375
SCRAP101700,6,024440,52,52,52,0,124084,33657,1193.115384615385
SCACT410321,6,020410,20,20,20,0,41147,8387,1028.675
SCRAP100500,7,023930,18,18,18,0,6325,1902,175.6944444444445
SCACT450272,6,020820,6,6,6,0,75815,72327,6317.916666666667
SCRAP200630,5,021240,12,12,12,0,41214,22722,1717.25
SCIOT980291,7,021530,8,6,8,2,32582,29316,2953.5
SCACT421712,6,024250,6,6,6,0,835,681,69.58333333333333
SCRAP300530,7,023430,18,18,18,0,2897,815,80.47222222222223
SCBCN121070,6,024930,12,12,12,0,22617,13674,942.375
SCCBS245161,7,022700,6,6,6,0,30608,25865,2550.666666666667
SPPFMHT001S,7,025930,55,55,55,0,4464,370,40.58181818181818
SPRATD54021,5,025110,6,6,6,0,14718,14383,1226.5
SCSOS612011,6,020230,9,9,9,0,22917,17912,1273.166666666667
SPPFMDF0003,7,021430,6,6,6,0,65171,65015,5430.916666666667
SPRWMD7001H,6,023020,6,6,6,0,5263,5035,438.5833333333333
SCIOT930061,7,022400,23,20,23,3,268273,109243,6268.934782608696
SCRAP501000,6,023520,12,12,12,0,2154,902,89.75
SPRWMD7001H,8,022920,6,6,6,0,4940,4764,411.6666666666667
SCIAO510291,7,023900,18,14,18,4,133975,50174,4588.611111111111
SCBCN580070,6,025520,6,6,6,0,3231,3055,269.25
SCACT410321,6,024930,10,10,10,0,43421,36059,2171.05
SCACT447571,8,021000,2,2,2,0,201642,195583,50410.5
SCBCN580103,7,024000,6,6,6,0,53627,53406,4468.916666666667
SCIOT980141,7,021500,6,5,6,1,3034,2873,813.75
SCSOS612111,6,020810,18,18,18,0,26370,4826,732.5
SCACT421712,7,021500,3,3,3,0,3901,3871,650.1666666666666
SCRAP200530,7,024220,12,12,12,0,2046,837,85.25
SCRAP200630,6,024510,18,18,18,0,4134,1251,114.8333333333333
SCBCN421050,6,025720,6,6,6,0,23904,23722,1992.0
SCACT441511,6,024910,12,12,12,0,16923,14299,705.125
SCRAP207530,6,023730,18,18,18,0,2942,813,81.72222222222223
SCSOS620181,6,025200,36,34,36,2,188174,40230,2670.25
SCACT410321,7,024000,30,30,30,0,25349,6075,422.4833333333333
SCSOS630531,7,023930,6,6,6,0,16575,16424,1381.25
SPPFMHT001S,6,024250,130,130,130,0,10453,337,40.20384615384615
SPPFMHT001S,6,025820,70,70,70,0,5815,361,41.53571428571428
SCACT421712,7,025930,6,6,6,0,924,743,77.0
SCSOS620161,6,020850,6,5,6,1,3007,2906,658.5
SPRWMD7001H,7,022010,6,6,6,0,5206,5020,433.8333333333333
SCBCN221060,6,023340,180,180,180,0,766005,103569,2127.791666666667
SCIAO510291,6,023340,3,2,3,1,36493,36437,7260.666666666667
SCACT445861,7,023600,6,6,6,0,36727,36495,3060.583333333333
SCIOT931031,6,024040,20,14,20,6,252129,137473,13085.0
SCIOT931041,6,021520,32,32,32,0,801930,642432,12530.15625
SCRAP100500,6,023520,12,12,12,0,4389,2015,182.875
SCIOT980291,7,020020,6,6,6,0,16817,13661,1401.416666666667
SCBCN581010,9,023810,12,9,12,3,322185,318948,22153.58333333333
SCRAP200630,7,020420,12,12,12,0,27019,11580,1125.791666666667
SCACT410321,6,021100,13,13,13,0,49692,7124,1911.230769230769
SCIAO540091,7,020440,3,3,3,0,3953,3923,658.8333333333334
SCACT421712,5,021240,3,3,3,0,3929,3885,654.8333333333334
SCPDI342271,6,023340,6,6,6,0,5648,5487,470.6666666666667
SCTIS229452,7,022600,6,6,6,0,18204,11653,1517.0
SCPDI342271,7,023900,6,6,6,0,5536,5370,461.3333333333333
SCRAP207530,7,023300,12,12,12,0,2049,842,85.375
SCACT421712,6,021800,3,3,3,0,3558,3506,593.0
SCRAP200530,7,025550,12,12,12,0,2139,901,89.125
SCCBS270311,7,021740,5,4,4,1,1372,1193,152.4444444444445
SCACT410034,7,021150,6,6,6,0,11693,7483,974.4166666666666
SPRATD54061,6,021250,6,6,6,0,12645,12063,1053.75
SCBCN121090,6,024930,12,12,12,0,30859,16734,1285.791666666667
BBL001FDS03,8,021140,2,2,2,0,0,0,0.0
