tr_cd,usr_no_cnt,logtime,trx_no_s,trx_no_f,through_no,active_no,rum_time_sum,rum_time_max,run_time_mean
SCRAP200530,7,055940,18,18,18,0,3353,913,93.13888888888889
SCRAP200530,7,054330,12,12,12,0,2072,832,86.33333333333333
SCACT450191,8,054230,6,6,6,0,4963,4815,413.5833333333333
SCRAP400600,7,053320,12,12,12,0,8164,4024,340.1666666666667
SCIOT980691,7,054450,28,20,28,8,494556,247803,9868.517857142857
SCACT442401,6,051720,30,26,30,4,23909,23134,1309.216666666667
SCSOS643471,8,054310,12,12,12,0,11161,8115,465.0416666666667
SPPFMADM001,7,054330,17,17,18,0,1865916,1765277,835719.9428571429
SPPFMHT001S,7,050530,10,10,10,0,779,292,38.95
SCIOT980291,7,051530,18,18,18,0,195994,96314,5444.277777777777
SUCUSC0009S,6,054620,17,17,17,0,76513,33106,2250.382352941177
SCIOT980691,8,055710,69,67,69,2,1438959,342648,10546.5652173913
SCACT410034,7,055200,6,6,6,0,3048,2907,254.0
SCIOT931041,6,051930,6,6,6,0,5318,4992,443.1666666666667
SCSOS612111,7,054640,6,6,6,0,2415,2232,201.25
SCBCN580070,6,051800,6,6,6,0,5218,5071,434.8333333333333
SUCUSC0005U,7,050510,7,7,7,0,31225,26410,2230.357142857143
SCFOS675021,7,051400,12,12,12,0,163266,83095,6802.75
SCSOS612011,7,051840,6,6,6,0,17254,16996,1437.833333333333
SCSOS610061,7,052550,9,8,9,1,6213,5839,827.1111111111111
SCCBS215051,7,051030,18,18,18,0,2416,678,67.11111111111111
SPRATD54061,7,055100,6,6,6,0,49036,48693,4086.333333333333
SCACT441511,7,055100,18,18,18,0,7711,2665,214.1944444444445
SPPFMHT001S,6,055930,15,15,15,0,1097,304,36.56666666666667
SCIOT931041,7,054640,20,20,20,0,25931,9776,648.275
SCPSI72122A,7,055540,6,5,6,1,130,52,211.75
SCACT421712,6,055000,6,6,6,0,789,619,65.75
SCACT410321,7,051530,20,20,20,0,46817,17953,1170.425
SCRAP300530,7,052510,18,18,18,0,3002,832,83.38888888888889
SCIOT931001,7,051100,29,20,29,9,637355,285697,12262.29310344828
SCSOS620181,7,050730,18,17,18,1,77897,40525,2217.833333333333
SCIOT980291,7,050410,6,6,6,0,35433,35248,2952.75
SCIOT980691,7,054630,188,185,188,3,1856238,209454,4998.287234042553
MUCUS001203,8,054500,6,6,6,0,0,0,0.0
SPRWMD7001H,7,053020,6,6,6,0,6382,6223,531.8333333333334
SCSOS620181,8,054140,24,24,24,0,197204,131515,4108.416666666667
SCBCN121011,8,052630,12,12,12,0,44688,33095,1862.0
SCACT410321,5,054930,47,47,47,0,44891,6469,477.5638297872341
SCACT421712,7,050530,6,6,6,0,818,678,68.16666666666667
SCIOT931001,8,054740,33,33,33,0,1631977,475403,24726.92424242424
SCIOT920241,6,051720,6,6,6,0,3043798,3043482,253649.8333333333
SCIOT980141,7,050530,6,5,6,1,202,94,82760.33333333333
SCIOT931041,8,054750,12,12,12,0,127803,117061,5325.125
SCACT410321,8,054000,26,26,26,0,38610,10249,742.5
SCSOS630531,7,053930,72,72,72,0,913242,81117,6341.958333333333
SPRATD54021,6,055000,6,6,6,0,28369,27780,2364.083333333333
SCACT441511,7,054910,6,6,6,0,22616,22449,1884.666666666667
SCACT410321,8,055900,70,70,70,0,107620,31219,768.7142857142857
SCPSI72423A,6,055000,6,6,6,0,11125,10989,927.0833333333334
SCIOT930021,6,053750,40,36,40,4,475234,182110,6364.9
SCIOT930061,8,053740,12,12,12,0,205122,110592,8546.75
SCPSI73314A,6,055000,6,6,6,0,16092,15958,1341.0
SCSOS637041,6,051620,6,6,6,0,29298,29015,2441.5
SCIOT920241,7,055150,4,3,3,1,236,156,33.71428571428572
SCBCN100200,7,052550,18,18,18,0,3394,1079,94.27777777777777
SCSOS620181,6,051700,12,12,12,0,101475,51869,4228.125
SCSOS612011,6,054620,12,12,12,0,32459,20646,1352.458333333333
SCSOS643471,7,054630,6,6,6,0,2524,2301,210.3333333333333
BTTBEBAL103,6,055000,2,2,2,0,1141,692,285.25
SCSOS612011,7,055150,18,18,18,0,64893,43756,1802.583333333333
SCIOT931031,7,055940,4,2,4,2,167594,167531,42683.0
SCBCN580100,8,054000,6,6,6,0,7650,7357,637.5
SCIOT931001,7,051530,28,23,27,5,1161302,481234,21556.29090909091
