tr_cd,usr_no_cnt,logtime,trx_no_s,trx_no_f,through_no,active_no,rum_time_sum,rum_time_max,run_time_mean
SCACT400341,10,232250,6,6,6,0,89820,89681,7485.0
SUCUSC0009S,10,230350,60,60,60,0,162486,44015,1354.05
SPPFMADM001,9,231500,12,12,12,0,21111497,20701516,879645.7083333334
SCIOT930151,9,232720,15,12,15,3,225886,134829,9924.1
SCIOT931031,10,231020,91,67,89,24,2929260,1456666,32850.77222222222
SCSOS620181,9,234910,82,82,82,0,516557,82930,3149.737804878049
MCACCT00100,10,233050,6,6,6,0,0,0,0.0
SCSOS631221,11,230750,38,39,39,0,443448,284594,5759.064935064935
SPPFMHT001S,8,235940,635,635,635,0,44707,351,35.20236220472441
SCIOT931031,16,231350,50,37,52,13,1041498,511525,20883.92156862745
SCBCN580070,8,234700,6,6,6,0,22719,22590,1893.25
SCPDI343011,9,235310,12,12,12,0,10011,5440,417.125
STCCOI1021B,8,234700,60,60,60,0,393875,43600,3282.291666666667
SCIOT930061,12,233550,137,122,137,15,2039867,239184,7814.649635036496
SCRAP501000,8,232700,12,12,12,0,2173,900,90.54166666666667
SCRAP200530,9,231500,12,12,12,0,2117,1022,88.20833333333333
SCRAP100500,11,232040,12,12,12,0,4986,2315,207.75
SUCUSC02111,12,230250,30,30,30,0,307288,217253,5121.466666666666
SCACT442071,8,230920,42,42,42,0,186120,45255,2215.714285714286
SCSOS620121,16,231350,18,18,18,0,18843,8095,523.4166666666666
SCACT442071,16,231350,12,12,12,0,90152,51411,3756.333333333333
SPPFMHT001S,9,230630,522,522,522,0,36862,347,35.30842911877394
SCIOT931001,12,231950,101,85,102,16,3552985,353339,18132.37438423645
SCRAP300530,9,233730,18,18,18,0,3332,1039,92.55555555555556
SMSLS00221A,9,232730,24,24,24,0,6872,2189,143.1666666666667
BBL001FDS01,10,232340,3,3,3,0,0,0,0.0
SCIOT930061,9,233620,120,98,120,22,1217276,175546,5706.020833333333
SCIOT980691,8,235410,366,352,366,14,3909222,385588,5473.782786885246
SCFOS687401,9,234310,6,6,6,0,139689,139527,11640.75
SCACT450262,9,231300,8,8,8,0,40625,34630,2539.0625
SCRAP200630,11,230200,12,12,12,0,2778,1240,115.75
SCACT445861,9,232420,10,10,10,0,83750,38268,4187.5
SCBCN100210,11,233650,12,12,12,0,2002930,1001314,83455.41666666667
SCIOT931031,9,234510,88,62,88,26,2805015,1831801,32449.86931818182
SCSOS612121,9,230000,12,12,12,0,5997,4602,249.875
STHITJ1006A,12,230250,6,6,6,0,12581,12217,1048.416666666667
SCSOS630291,10,233440,208,207,207,1,1139002,42586,2744.583132530121
SCACT421712,7,235210,6,6,6,0,772,642,64.33333333333333
SCACT445861,10,232750,12,12,12,0,50809,31598,2117.041666666667
SCIOT931041,9,231300,98,98,98,0,609509,340629,3109.739795918367
SCIOT920111,8,234600,12,12,12,0,156317,79318,6513.208333333333
SCRAP400600,8,233020,12,12,12,0,7745,3705,322.7083333333333
SCSOS637041,9,230400,6,6,6,0,79660,79363,6638.333333333333
SCSOS612121,10,234500,18,18,18,0,13066,10769,362.9444444444445
SCPSO755351,10,232130,37,20,37,17,589651,179531,9535.013513513513
SPRTPQ30041,9,231810,6,6,6,0,435907,435746,36325.58333333334
SCACT445532,10,233830,206,205,206,1,104750,10283,254.9733009708738
SCIOT980691,12,230250,321,310,319,11,12252442,4361490,19265.09375
