tr_cd,usr_no_cnt,logtime,trx_no_s,trx_no_f,through_no,active_no,rum_time_sum,rum_time_max,run_time_mean
SCPSI72125A,34,182900,6,6,6,0,107858,52462,8988.166666666666
SCIOT930061,64,181420,395,376,395,19,3675836,212936,4834.035443037975
SCSOS630531,21,184650,302,303,303,0,1576362,79395,2605.557024793388
SCSOS620121,32,183150,12,12,12,0,15129,9425,630.375
SCIOT931001,23,183820,284,247,285,37,11008163,923854,19798.5553602812
SCPDI348041,77,180440,6,6,6,0,13271,13107,1105.916666666667
SCRAP300530,61,181640,18,18,18,0,3176,901,88.22222222222223
SCBCN121011,16,185310,12,12,12,0,26141,16879,1089.208333333333
SCSOS644131,24,185440,140,140,140,0,48256,7332,172.3428571428572
STTBCT10001,22,185030,6,6,6,0,18734,18630,1561.166666666667
