tr_cd,usr_no_cnt,logtime,trx_no_s,trx_no_f,through_no,active_no,rum_time_sum,rum_time_max,run_time_mean
SCIAO520242,253,093740,36,36,36,0,1044477,247046,14506.625
SCSOS644131,229,091050,1924,1924,1924,0,966255,9620,251.1057692307692
SUCRM101016,254,094000,48,48,48,0,728030,121620,7583.645833333333
SCIOT930151,253,090430,28,24,28,4,1566892,897947,31684.08928571429
SMCPLY24121,254,094000,6,6,6,0,502725,502545,41893.75
SCPDI300291,257,092650,12,12,12,0,59992,46308,2499.666666666667
SCFOS671521,283,090250,990,990,990,0,2415628,58935,1220.014141414141
SCACT410301,235,093620,6,6,6,0,139382,139164,11615.16666666667
SCSOS642751,258,090410,6,6,6,0,4142,3809,345.1666666666667
SCIOT930061,227,095030,1078,984,1080,94,31204479,1389125,15146.89573679333
SCIAO551211,236,092950,8,8,8,0,588265,355592,36766.5625
SCLON821101,225,094310,6,6,6,0,25270,24671,2105.833333333333
SUCRM300126,253,093740,120,120,120,0,268980,39797,1120.75
SCSOS621071,259,091440,185,185,185,0,201437,9207,544.4243243243243
SUCRM100135,235,093620,42,42,42,0,24733,4330,294.4404761904762
SUCRM300016,271,092640,25,25,25,0,1904797,1070378,38095.94
SCIOT930151,227,094130,35,33,35,2,1344766,575600,20343.57142857143
SUCRM700065,251,091430,6,6,6,0,13501,13365,1125.083333333333
SCBCN121134,206,095720,27,27,27,0,573496,399274,10620.2962962963
SMCPLY30731,243,090220,12,12,12,0,54552,37869,2273.0
SCIOT931001,227,092340,4691,4287,4685,404,244229826,1456330,26595.8232721843
SUCRM101003,188,095750,395,395,395,0,1332362,376371,1686.53417721519
SUCUSPC0063,230,091920,88,88,88,0,54021,6246,306.9375
MCACCT00099,214,094810,2,2,2,0,0,0,0.0
SUCRM700093,227,091800,936,936,936,0,2726992,38553,1456.726495726496
STTBCT10001,227,095250,6,6,6,0,22457,22288,1871.416666666667
SMFACR1211B,213,094030,6,6,6,0,33579,33415,2798.25
SUCRM101008,257,092650,50,50,50,0,548583,238527,5485.83
SCIAO540101,224,093540,4,3,3,1,142,97,20.28571428571428
SUCUSPC0061,228,092740,16,12,16,4,2057,785,185.28125
SCSOS630291,264,091750,542,542,542,0,1566413,84310,1445.030442804428
