tr_cd,usr_no_cnt,logtime,trx_no_s,trx_no_f,through_no,active_no,rum_time_sum,rum_time_max,run_time_mean
SCACT410111,205,140940,48,48,48,0,592298,231700,6169.770833333333
SMFACR1202A,202,143100,6,6,6,0,93219,93031,7768.25
SCCBS210101,200,140530,12,12,12,0,2994,1569,124.75
SCACT440012,218,143330,12,12,12,0,15949,9388,664.5416666666666
SCACT421451,209,144320,30,30,30,0,32423,15939,540.3833333333333
SCACT420371,209,142950,6,5,6,1,215,91,687.3333333333334
SCSOS208008,227,145010,24,24,24,0,26851,6677,559.3958333333334
SMSLS00003A,232,145930,12,10,12,2,326,87,382.3333333333333
SPPBSK93002,200,140530,96,96,96,0,209310,35151,1090.15625
SCACT441441,234,145320,6,6,6,0,3756,3600,313.0
SCIOT930011,217,142450,10,10,10,0,200890,177605,10044.5
SUCRM100167,204,143840,6,6,6,0,143038,142816,11919.83333333333
SPRTPQ27192,210,145200,19,20,20,0,2022837,840922,51867.61538461538
SCACT446202,207,143030,6,6,6,0,57650,57417,4804.166666666667
SCIOT980141,199,144030,18,15,18,3,770,137,277.1666666666667
SCIOT920241,215,145220,6,8,8,0,28187000,20179556,2013357.142857143
SMFACR1273A,207,143030,6,6,6,0,47093,46944,3924.416666666667
SCCPLY70331,223,143210,6,6,6,0,81360,81033,6780.0
SCIOT970201,240,142800,6,6,6,0,24559,24330,2046.583333333333
SCACT490271,218,145500,96,96,96,0,4913225,2403585,25589.71354166667
SUCRM100001,220,142330,91,92,92,0,17969419,15377186,98193.54644808744
SCACT444986,210,143440,17,17,17,0,13241,4452,389.4411764705882
SUCRM100023,199,144030,25,25,25,0,746288,220622,14925.76
SCBCN151010,220,142330,10,9,10,1,54304,48653,3936.2
