tr_cd,usr_no_cnt,logtime,trx_no_s,trx_no_f,through_no,active_no,rum_time_sum,rum_time_max,run_time_mean
SCSOS643471,6,013840,3,3,3,0,6553,6504,1092.166666666667
BCRAP100070,8,011620,1,1,1,0,2303443,2303443,1151721.5
SCSOS612111,7,013750,18,18,18,0,26780,7335,743.8888888888889
SCSOS612011,7,013550,18,17,18,1,39956,17774,1367.305555555556
SCRAP400600,7,015840,12,12,12,0,28706,8224,1196.083333333333
SCRAP501000,7,014650,18,18,18,0,32449,6890,901.3611111111111
SCIOT930151,7,010000,9,6,9,3,121325,109300,9037.888888888889
SCIOT931031,6,013700,16,12,16,4,158291,85901,9667.5625
SCACT447591,6,012350,6,6,6,0,48033,44816,4002.75
SCACT410321,7,012340,40,40,40,0,143270,26896,1790.875
SCCBS260231,7,010810,7,6,7,1,14914,9700,1244.642857142857
SCACT410171,5,012740,6,5,6,1,4832,4747,815.8333333333334
SCACT445861,7,010940,12,12,12,0,77072,39956,3211.333333333333
SCIOT930021,7,010810,14,12,14,2,134394,63560,5420.535714285715
SCCBS245161,6,014620,6,6,6,0,14936,11805,1244.666666666667
SCSOS612121,7,013710,3,3,3,0,4936,4899,822.6666666666666
SCIOT930061,7,010800,4,4,4,0,86901,41217,10862.625
SCRAP100500,7,011010,18,18,18,0,44478,14232,1235.5
SPRATD54021,5,012740,8,8,8,0,47854,30569,2990.875
BPPFMCCEXEC,9,010040,756,378,378,378,1305626,16365,1151.345679012346
SMSLS00221A,7,011410,12,12,12,0,4005,1889,166.875
SCACT442401,7,013730,6,5,6,1,7508,7415,1345.666666666667
SCACT450262,6,012350,6,6,6,0,12271,9164,1022.583333333333
SCIOT930581,6,015900,12,10,12,2,177290,149354,8023.083333333333
SCBCN121050,7,013730,12,12,12,0,35341,17393,1472.541666666667
SCCBS235171,7,013050,3,3,3,0,3851,3822,641.8333333333334
SCACT441491,7,013130,6,6,6,0,25985,21207,2165.416666666667
SCSOS631221,6,013700,3,3,3,0,3586,3553,597.6666666666666
SCRAP501000,7,015120,12,12,12,0,27651,10681,1152.125
SCACT445901,7,010440,6,6,6,0,27426,22183,2285.5
SCCBS215051,7,013350,23,23,23,0,12650,5023,275.0
SCCBS275001,7,012340,6,6,6,0,10135,6367,844.5833333333334
SCIOT930591,7,011410,5,5,5,0,72900,68752,7290.0
SPPFMADM001,7,013610,6,6,7,0,4375,4219,2106185.769230769
SCSOS612021,7,013250,6,6,6,0,23118,19722,1926.5
SCSOS644131,6,015620,6,6,6,0,12417,7724,1034.75
SCRAP200630,7,013250,18,18,18,0,49814,21025,1383.722222222222
